year,atmospheric_pco2_ppm,oae_cdr_gtco2_yr,total_alkalinity_umol_kg,oae_alkalinity_anomaly_umol_kg,surface_ocean_ph,surface_ocean_ph_without_oae,oae_ph_increment
2071,380.79732939568777,0.95,2312.028602916838,12.028602916837928,8.085359479876733,8.083797492028626,0.0015619878481061278
2072,379.7235016986248,0.95,2312.142008273111,12.142008273111232,8.086179487936205,8.084603184775524,0.001576303160680581
2073,378.62781888310144,0.95,2312.2498827848945,12.249882784894385,8.087017247320032,8.085427361008927,0.0015898863111054595
2074,377.57887147741974,0.95,2312.352496194656,12.352496194656169,8.087821163490183,8.08621836685581,0.001602796634372794
2075,376.50545094047095,0.95,2312.45010508937,12.450105089369927,8.08864489084142,8.087029847745974,0.0016150430954464667
2076,375.4586250289088,0.95,2312.5429535421144,12.542953542114645,8.089449877792228,8.087823201959385,0.0016266758328438158
2077,374.4339849694761,0.95,2312.631273722385,12.631273722384785,8.090239367888124,8.088601643853487,0.0016377240346372446
2078,373.418307146569,0.95,2312.715286476635,12.715286476634951,8.09102335512825,8.089375143047816,0.0016482120804344191
2079,372.42006776086833,0.95,2312.795201880511,12.795201880511055,8.091795352065922,8.090137181308974,0.0016581707569489623
2080,371.4179671151582,0.95,2312.871219764149,12.871219764148863,8.092571608994932,8.090903990500676,0.0016676184942561179
2081,370.42083710663184,0.95,2312.9435302118536,12.94353021185342,8.093345401983491,8.091668818491543,0.0016765834919478806
2082,369.4439865175028,0.95,2313.012314037409,13.012314037408812,8.094104958381656,8.092419863085901,0.0016850952957554455
2083,368.45723373964836,0.95,2313.077743236207,13.077743236206826,8.094873474894221,8.093180309819736,0.0016931650744851368
2084,367.498285400711,0.95,2313.139981415325,13.139981415325003,8.095621888719423,8.093921060032029,0.0017008286873938516
2085,366.54263243943905,0.95,2313.1991842026296,13.19918420262956,8.096369067838692,8.094660970612745,0.0017080972259471139
2086,365.5914233818961,0.95,2313.2554996359263,13.255499635926112,8.097114130371446,8.095399139842543,0.0017149905289031153
2087,364.6357068394154,0.95,2313.3090685331313,13.309068533131299,8.097864046274795,8.096142522754224,0.0017215235205707557
2088,363.70333125603685,0.95,2313.360024844391,13.360024844390926,8.09859714042422,8.096869415716405,0.0017277247078144597
2089,362.77886814691556,0.95,2313.408495987025,13.408495987025102,8.09932537639322,8.097591771626718,0.0017336047665015286
2090,361.8547458169126,0.95,2313.454603164138,13.4546031641379,8.10005466929911,8.098315492752706,0.0017391765464047637
2091,360.92767480960975,0.95,2313.4984616676884,13.498461667688261,8.100787623698865,8.099043169925373,0.0017444537734920829
2092,360.0091234143059,0.95,2313.54018116678,13.540181166779933,8.101515249782048,8.099765794385407,0.0017494553966415083
2093,359.1007295467276,0.95,2313.5798659818915,13.579865981891361,8.102236231340443,8.100482035584749,0.0017541957556943544
2094,358.21974776075257,0.95,2313.6176153457313,13.617615345731222,8.102936892364728,8.101178197417646,0.001758694947081807
2095,357.3188906840184,0.95,2313.653523651372,13.65352365137188,8.10365458038814,8.101891634448883,0.0017629459392569657
2096,356.4358490592511,0.95,2313.687680688281,13.68768068828124,8.104359485794403,8.102592509851284,0.0017669759431182541
