year,atmospheric_pco2_ppm,oae_cdr_gtco2_yr,total_alkalinity_umol_kg,oae_alkalinity_anomaly_umol_kg,surface_ocean_ph,surface_ocean_ph_without_oae,oae_ph_increment
2042,423.69543269098915,0.8941176470588235,2304.440940471503,4.440940471502925,8.053736421533513,8.053153624816789,0.0005827967167242321
2043,421.5461401200016,0.95,2304.9244004919296,4.924400491929536,8.055267718018113,8.054621815909075,0.0006459021090385875
2044,419.478910248922,0.95,2305.384281888929,5.384281888929044,8.056746109968916,8.056040246800528,0.0007058631683882766
2045,417.5065658024876,0.95,2305.8217346055353,5.82173460553547,8.058162221335557,8.057399380711354,0.000762840624203065
2046,415.6356611223919,0.95,2306.237852501399,6.237852501399275,8.059510887940815,8.058693901136566,0.0008169868042493533
2047,413.7555553556009,0.95,2306.6336760880063,6.633676088006251,8.060868445707284,8.060000018991042,0.0008684267162415438
2048,411.9775862114237,0.95,2307.0101951304982,7.010195130498213,8.062157359996919,8.061240046330157,0.000917313666761288
2049,410.24788309033886,0.95,2307.3683511226013,7.368351122601401,8.063414752722,8.062450985451948,0.0009637672700524291
2050,408.5658424419138,0.95,2307.709039640851,7.7090396408511985,8.064640826709127,8.063632917495802,0.0010079092133246093
2051,406.9314866415835,0.95,2308.033112584,8.033112583999955,8.065835347905427,8.064785492694035,0.0010498552113915594
2052,405.3600911883421,0.95,2308.3413803032076,8.3413803032076,8.066987271703884,8.065897553148734,0.0010897185551499433
2053,403.79509830686345,0.95,2308.6346136283414,8.634613628341636,8.068136487784878,8.067008896594176,0.0011275911907020486
2054,402.2665682770891,0.95,2308.9135457954535,8.913545795453317,8.069261625799298,8.068098047370928,0.0011635784283701156
2055,400.7688826269483,0.95,2309.1788742802496,9.178874280249698,8.070366565133021,8.069168792179669,0.0011977729533523274
2056,399.31524074183636,0.95,2309.431262542146,9.431262542146206,8.07144172072649,8.070211453376102,0.0012302673503885586
2057,397.9141494460096,0.95,2309.671341683261,9.671341683260756,8.07248076598433,8.071219617037507,0.0012611489468241643
2058,396.53808385310805,0.95,2309.8997120264976,9.899712026497776,8.073503338227253,8.0722128467661,0.0012904914611535645
2059,395.2085264345967,0.95,2310.116944616668,10.116944616668155,8.074493796302571,8.073175419060261,0.001318377242309765
2060,393.9047031692848,0.95,2310.3235826483988,10.323582648398725,8.075467030492,8.074122156924908,0.0013448735670920087
2061,392.62719779553004,0.95,2310.520142824402,10.520142824401756,8.076422536903696,8.075052487225166,0.0013700496785293836
2062,391.36209046891935,0.95,2310.7071166475007,10.707116647500877,8.077370408087255,8.07597644092251,0.0013939671647449359
2063,390.11954425160246,0.95,2310.8849716496443,10.884971649644154,8.078303193106652,8.076886501872881,0.0014166912337714166
2064,388.894767419808,0.95,2311.0541525609774,11.054152560977476,8.079224349328934,8.077786069628921,0.0014382797000127567
2065,387.7004381419214,0.95,2311.2150824219016,11.215082421901577,8.080124491922655,8.078665699161887,0.0014587927607685458
2066,386.5035070122186,0.95,2311.3681636408933,11.36816364089339,8.081027934597538,8.079549660917369,0.00147827368016884
2067,385.33761659809807,0.95,2311.513779000737,11.513779000736841,8.081909820721993,8.080413036952482,0.001496783769511012
2068,384.16777106642616,0.95,2311.652292615679,11.65229261567919,8.082796034847156,8.081281674669842,0.0015143601773139892
2069,383.0168288355708,0.95,2311.7840508419063,11.784050841906316,8.083669625591439,8.082138569498685,0.0015310560927535022
2070,381.9106115775372,0.95,2311.9093831436135,11.909383143613578,8.08451124535239,8.082964321478924,0.0015469238734659996
