case,year,temperature_c_above_1750_fair_reference,gmsl_additional_since_2026_m,gmsl_rate_mm_yr,thermal_additional_m,glacier_additional_m,greenland_additional_m,antarctica_additional_m,absolute_climate_driven_component_state_m
low,2048,1.2914419589473873,0.06694961612568448,2.9621163179449628,0.024643277753063575,0.01877986637103747,0.0062780228348938705,0.017248449166689536,0.2869496161256845
low,2049,1.293374660728321,0.06990714756200753,2.9575314363230465,0.025737131086727608,0.019562940078982724,0.0065788579813677375,0.01802821841492948,0.28990714756200753
low,2050,1.285325773798951,0.07282953839709991,2.922390835092381,0.02681888910939699,0.02033495365063974,0.006873120869397738,0.01880257476766544,0.2928295383970999
low,2051,1.2726308904461794,0.07570269100384278,2.873152606742868,0.02788352011379465,0.021092881026088348,0.007157635789486243,0.019568654074473557,0.2957026910038428
low,2052,1.2776849358154703,0.0785811930012392,2.878501997396421,0.028950438467672757,0.02184853600658672,0.007444803837302588,0.02033741468967712,0.2985811930012392
low,2053,1.2826200403971177,0.08146468007704186,2.88348707580266,0.03001950748608273,0.022601843223634607,0.007734547689682118,0.02110878167764238,0.30146468007704186
low,2054,1.245285463619948,0.08422360048490588,2.7589204078640184,0.031044608272195157,0.023324651096722465,0.007997673998899092,0.021856667117089182,0.3042236004849059
low,2055,1.248068108157157,0.08698136495106548,2.757764466159607,0.03206963830451147,0.02404398899461796,0.008261895169308212,0.022605842482627835,0.3069813649510655
low,2056,1.2498160579920172,0.08973482375325201,2.753458802186526,0.03309346903957999,0.024759179786123672,0.008526506444835533,0.023355668482712838,0.309734823753252
low,2057,1.2434250711481223,0.09245906254653505,2.7242387932830403,0.03410722527162165,0.025464745258325913,0.008785970157670499,0.02410112185891699,0.31245906254653505
low,2058,1.2373541995556359,0.09515518169581874,2.6961191492836933,0.03511128674607136,0.026160952073212437,0.00904054020981155,0.02484240266672337,0.31515518169581874
low,2059,1.2552111144106965,0.0978966408148543,2.741459119035561,0.03613178588074342,0.026864096981813426,0.009306477799347311,0.02559428015295013,0.3178966408148543
low,2060,1.2541156262752255,0.10062520580907905,2.728564994224747,0.0371479975158293,0.027561296563903256,0.009570859807125326,0.026345051922221155,0.32062520580907905
low,2061,1.2486613902370223,0.10332757906683562,2.702373257756574,0.0381551796460399,0.02824965305541463,0.00983071772914064,0.027092028636240446,0.3233275790668356
low,2062,1.2292781106077362,0.10596117080405684,2.633591737221219,0.03913816431323004,0.028919701287044547,0.01007668894993033,0.027826616253851938,0.32596117080405684
low,2063,1.2176359821944351,0.10854996367322586,2.588792869169021,0.040105469735280855,0.029576749144229128,0.010314145542997553,0.0285535992507183,0.32854996367322586
low,2064,1.224875673766874,0.11115201875236,2.6020550791341357,0.041077741774131746,0.03023393701009368,0.010555705215463403,0.02928463475267116,0.33115201875236
low,2065,1.2339514824779103,0.11377293223541893,2.6209134830589287,0.04205696841630725,0.030892491200095004,0.01080261902844639,0.030020853590570287,0.33377293223541893
low,2066,1.224288911750884,0.1163552099555469,2.582277720127979,0.04302268671877395,0.031539528143081766,0.011042306548206413,0.030750688545484794,0.3363552099555469
low,2067,1.220033015515399,0.11891557741179057,2.560367456243662,0.04398083580624901,0.03217883102945282,0.011278430620197559,0.03147747995589116,0.33891557741179057
low,2068,1.224480396617194,0.1214808096123087,2.5652322005181305,0.0449409331001155,0.03281647161670828,0.011516804169084786,0.03220660072640012,0.3414808096123087
low,2069,1.226608096348435,0.12404379300560506,2.5629833932963586,0.04590044213522253,0.03345085522343043,0.01175587769579204,0.03293661795116007,0.34404379300560506
low,2070,1.2061655418813657,0.12653535192258378,2.49155891697872,0.04683474259868335,0.034066343821958764,0.011980663455192601,0.03365360204674905,0.3465353519225838
low,2071,1.2055464503776137,0.12901653123732862,2.4811793147448413,0.04776553647606897,0.034676839547412505,0.012204360844606035,0.03436979436924109,0.3490165312373286
low,2072,1.2219482359476412,0.1315395693367216,2.5230380993929713,0.048711402622932845,0.03529422796304607,0.01243823906695632,0.035095699683786355,0.3515395693367216
low,2073,1.181980409572436,0.13393148239304206,2.3919130563204716,0.049610801243609046,0.03587895182784123,0.012645204984860006,0.03579652433673175,0.35393148239304206
low,2074,1.1970793800865,0.13636162002064586,2.430137627603801,0.0505239460181167,0.036470066796159634,0.012861340466119656,0.03650626674024986,0.35636162002064586
low,2075,1.190792773276431,0.13876427147508533,2.402651454439464,0.05142746557072701,0.03705235514715678,0.01307272691500979,0.03721172384219174,0.35876427147508533
low,2076,1.1650687919539664,0.1410799170047459,2.3156455296605705,0.05230018466022006,0.037611884947227586,0.013266944942839025,0.03790090245445922,0.3610799170047459
low,2077,1.1854968256104115,0.1434504588314053,2.3705418266594114,0.053192544274036815,0.03818195019705038,0.013473670094884704,0.038602294265433386,0.3634504588314053
low,2078,1.1972851278114223,0.14584920061052623,2.3987417791209165,0.05409505973384916,0.038756151098264274,0.01368742943082462,0.03931056034758819,0.3658492006105262
low,2079,1.1738992540331052,0.14816817205943625,2.3189714489100233,0.05496932843602513,0.03930943666326443,0.013885417678839558,0.04000398928130714,0.36816817205943625
low,2080,1.1706736423618285,0.1504695037502202,2.3013316907839476,0.05583742899000767,0.03985630004058188,0.014080743412912357,0.04069503130671827,0.3704695037502202
low,2081,1.1629402104185393,0.1527394394666747,2.2699357164545075,0.056694462465039994,0.040393515798647944,0.014270555384299742,0.04138090581868702,0.3727394394666747
low,2082,1.1575862338538825,0.15498540245222345,2.245962985548744,0.05754305816722895,0.040922856258821416,0.014456403792204052,0.04206308423396902,0.37498540245222345
