peak_oae_ph_increment,peak_oae_ph_increment_year,peak_oae_alkalinity_anomaly_umol_kg,peak_oae_increment_fraction_of_modeled_min_to_endpoint_recovery
0.0018277875277661337,2147,14.301866863097276,0.01646237674847237
