allocation_stream,allocation_share,dry_biomass_mt_yr,ash_mt_yr,ash_free_organic_mt_yr
food,0.05,12.628571428571428,3.157142857142857,9.471428571428572
fuel_feedstock,0.8,202.05714285714285,50.51428571428571,151.54285714285714
durable_storage,0.1,25.257142857142856,6.314285714285714,18.942857142857143
materials_feed,0.05,12.628571428571428,3.157142857142857,9.471428571428572
