year,phase,gross_emissions_gtco2,planned_incremental_cdr_gtco2,feasible_incremental_cdr_gtco2,incremental_cdr_gtco2,net_anthropogenic_gtco2,natural_reservoir_flux_to_sinks_gtc,co2_ppm,land_binding,food_land_deficit_mha,cdr_land_mha,reservoir_permanent_gtc,reservoir_slow_gtc,reservoir_medium_gtc,reservoir_fast_gtc
2146,drawdown,1.5,15.2,15.2,15.2,-13.7,-1.743093673216718,281.8356654712026,False,0.0,364.1666666666667,33.33027436619089,11.052113500600436,-31.802756265881516,-4.4365138055466415
2147,drawdown,1.5,15.2,15.2,15.2,-13.7,-1.7503660947960533,280.9595481519772,False,0.0,364.1666666666667,32.51777163693325,10.187632946679058,-31.98577005138561,-4.4365138055791
2148,drawdown,1.5,15.2,15.2,15.2,-13.7,-1.7574958789315458,280.0867891860893,False,0.0,364.1666666666667,31.705268907675606,9.325341504156466,-32.16384316415973,-4.436513805604829
2149,drawdown,1.5,15.2,15.2,15.2,-13.7,-1.764486740330565,279.21732313654564,False,0.0,364.1666666666667,30.892766178417965,8.465233629578046,-32.337108983484335,-4.436513805625224
2150,target_maintenance,1.5,15.2,15.2,1.9163444271958245,-0.41634442719582454,-1.771342293761808,280.0,False,0.0,364.1666666666667,30.868074135833453,8.41837611982926,-31.49578395248886,-3.5446663031738495
2151,target_maintenance,1.5,15.2,15.2,7.434220575460292,-5.934220575460292,-1.5638460853864653,280.0,False,0.0,364.1666666666667,30.51613468958686,8.03472724823582,-31.096677744560637,-3.2081841932620434
2152,target_maintenance,1.5,15.2,15.2,7.132304483944845,-5.632304483944845,-1.484282090110646,280.0,False,0.0,364.1666666666667,30.182100911103994,7.670484252398813,-30.685392175695014,-2.9211929878077942
2153,target_maintenance,1.5,15.2,15.2,6.8678898518923,-5.3678898518923,-1.4146008603693336,280.0,False,0.0,364.1666666666667,29.863748710007872,7.323308230142099,-30.265107156662513,-2.6759497834874546
2154,target_maintenance,1.5,15.2,15.2,6.635233391995564,-5.135233391995564,-1.353288866751504,280.0,False,0.0,364.1666666666667,29.55919461173259,6.991216875211167,-29.838480109252927,-2.465931377690827
2155,target_maintenance,1.5,15.2,15.2,6.429494431939192,-4.929494431939192,-1.2990704461174385,280.0,False,0.0,364.1666666666667,29.26684222634493,6.672528462480176,-29.40772869437699,-2.285641994448116
2156,target_maintenance,1.5,15.2,15.2,6.246592661083712,-4.746592661083712,-1.250870313559944,280.0,False,0.0,364.1666666666667,28.985337153950418,6.365814660695428,-28.974700491766345,-2.1304513228795003
2157,target_maintenance,1.5,15.2,15.2,6.0830883031737475,-4.5830883031737475,-1.2077819842992346,280.0,False,0.0,364.1666666666667,28.713528996668852,6.069860781115166,-28.540931688506838,-1.9964580892771786
