farmgate_case,farmgate_usd_per_dry_t,durable_dry_stream_mt_yr,durable_storage_mtco2_yr_inside_bicrs,annual_farmgate_cost_usd_bn,farmgate_cost_usd_per_tco2_durable,multiple_of_bicrs_160_start,multiple_of_bicrs_80_floor
favorable_large_scale,100.0,25.257142857142856,25.004571428571428,2.5257142857142854,101.010101010101,0.6313131313131313,1.2626262626262625
central_large_scale,275.0,25.257142857142856,25.004571428571428,6.945714285714285,277.7777777777777,1.7361111111111107,3.4722222222222214
global_low_cost_area_stress,880.0,25.257142857142856,25.004571428571428,22.226285714285712,888.8888888888888,5.555555555555555,11.11111111111111
